802.11ax 무선랜 표준,IEEE 802.11ax,,"802.11HE(High Efficiency), 와이파이 6(Wi-Fi 6), 고효율 무선랜 표준","다양한 전파 환경에서 전송 효율을 향상하기 위하여 다중 사용자 미모(MU-MIMO) 기술과 직교 주파수 분할 다중 접속(OFDMA) 방식을 사용한 미국 전기전자학회(IEEE)의 무선랜(WLAN) 표준.
IEEE 802.11ax는 다양한 전파 환경에서 전송효율을 향상하기 위한 표준이다. 이 표준은 와이파이(Wi-Fi) 얼라이언스(Alliance)에서는 Wi-Fi 6라고 하며 2.4 GHz ISM 대역과 5 GHz U-NII 대역을 포함하여 1~7 GHz 대역에서 동작이 가능하다.
802.11ax는 접근점(AP: Access Point)이 밀집된 환경에서 전송효율을 802.11ac보다 4배 이상 높여 전송 용량을 증대시킨다. 또한 실외 환경에서도 심벌(symbol) 간 간섭(ISI: Inter-Symbol Interference) 없이 사용할 수 있고, IoT 용도로도 사용할 수 있다. 이를 위하여 802.11ax는 802.11a/g/n/ac의 핵심기술인 OFDM 방식을 OFDMA 방식으로 변경하였다. 따라서 부운반파(subcarrier)를 자원(RU: Resource Unit) 단위로 묶어서 단말(station)마다 서로 다른 RU를 할당함으로써 OFDMA가 가능하다.
802.11ax는 세 가지 특징이 있다. 첫째, RU는 사용이 가능한 대역폭에 따라 26, 52, 106, 242, 484, 996 그리고 부운반파 2 x 996 개로 구성된다. 둘째, 기존의 무선랜(WLAN)이 실내 공간에서 사용한다는 가정 아래 OFDM의 보호시간(guard time)을 800 ns로 규정하였다. 그러나 802.11ax에서는 실외 공간에서도 사용이 가능하도록 보호시간(guard time)을 800 ns는 물론 1.6 μs와 3.2 μs를 추가하였다. 이를 위하여 OFDM의 부운반파 간격을 기존의 312.5 kHz에서 78.125 kHz로 변경하였다. 셋째, 하향 링크(downlink)는 물론 상향 링크(uplink)에서도 MU-MIMO 기술을 사용한다. 또한 전송대역폭은 20, 40, 80 MHz 또는 160 MHz 까지 사용할 수 있다. 전송효율을 높이기 위하여 최대 1024 QAM 변조 방식까지 사용할 수 있다.
사용 가능한 주파수는 5 GHz 대역의 U-NII-1(5.15~5.25 GHz), U-NII-2A(5.25~5.35 GHz), U-NII-2C(5.35~5.47 GHz) 그리고 U-NII-3(또는 ISM 대역, 5.725~5.850 GHz) 대역이다. UNII 대역을 이용하기 때문에 기기가 서로 충돌하지 않도록 운반파 감지 다중접속/충돌 회피(CSMA/CA: Carrier Sense Multiple Access/Collision Avoidance) 프로토콜을 사용한다. 많은 국가가 5 GHz 대역의 U-NII 대역을 점차 확대함에 따라 U-NII 대역에서 WLAN 장비 사용이 계속 늘고 있다. 160 MHz의 대역폭을 사용하는 경우에는 해당하는 모든 채널이 비어 있는지를 확인하여야 한다. U-NII-2 대역을 사용하는 경우에는 지속적 동적 주파수 선택(DFS: Dynamic Frequency Selection) 기능을 사용하여 1차 사용자가 해당 주파수를 사용하지 않는다는 것을 확인하고 사용하여야 한다.
한편 802.11ax WLAN은 이전 버전인 802.11a 규격과 호환성을 갖는다. 이를 위하여 802.11a 기존(Legacy) 모드의 프리앰블(Preamble)을 먼저 전송하고 그다음에 802.11ax 모드로 전송한다."
802.11ay 무선랜 표준,IEEE 802.11ay,,,"60 ㎓ ISM 대역에서 채널 본딩(bonding) 기술, 운반파 묶음(Carrier Aggregation) 그리고 다중 사용자 미모(MU-MIMO) 기술을 사용하여 최대 176 Gbps로 전송하는 미국 전기전자학회(IEEE)의 무선랜(WLAN) 표준.
IEEE 802.11 무선랜(WLAN) WG(Working Group)에서 802.11ad를 개선하기 위하여 만든 표준 규격이다. 채널 4개를 본딩하여 최대 8.64 GHz의 대역폭을 사용하고 256 QAM 변조방식과 MU-MIMO를 이용하여 스트림 4개를 동시에 보내는 방식으로 최대 176 Gbps의 전송속도를 제공한다.
기존 802.11ad와 호환성을 유지하기 위하여 전송 프레임 시작은 802.11ad 모드로 시작하고 다음에 802.11ay 모드가 이어진다. 또한 실외에서도 사용할 수 있도록 최대 전송 거리를 500 m로 확장하였다. 가정이나 사무실에서 사용하는 이더넷 케이블을 대체하거나 백홀망으로 사용할 수 있다."
무선 백홀망,Wireless backhaul network,,,"무선 통신망에서 주변부 망과 기간(backbone) 망 사이의 링크.
음성 트래픽 위주로 서비스를 제공하는 경우에는 T1/E1 급의 무선 백홀망이 사용되었으나 멀티미디어 서비스를 제공하는 3G, 4G 등 이동 통신에서 수백 Mbps 이상을 전송하는 밀리미터파(millimeter wave) 백홀 링크 사용이 늘어났다."
모바일 백홀망,Mobile backhaul network,,,"이동 통신망에서 기지국과 핵심망을 연결하는 망.
엘티이(LTE: Long Term Evolution)와 5세대(5G) 엔알(NR: New Radio) 등에서 사용자 단말(UE: User Equipment)의 데이터를 기지국(LTE의 eNodeB, 5G NR의 gNodeB)과 핵심망(LTE의 EPC 또는 5G NR의 5GC) 사이에 전달한다.
 이동 통신망에서 백홀은 물리적으로 광케이블, 구리선, 또는 무선 등으로 연결된다. 전송 기술은 종래의 시분할 다중화(TDM: Time-Division Multiplexing)에서 MPLS-TP(Multi-Protocol Label Switching Transport Profile), IP/MPLS, 이더넷(Ethernet) 등 패킷 교환(packet switching) 기술로 진화하고 있다."
고고도 핵 전자파 펄스,High-Altitude EMP,HEMP,고고도 전자파 펄스,"지상에서 20~40 km 이상의 고도에서 핵폭발로 발생하는 전자파 펄스.
1962년 미국 하와이에서 약 1,400 km 떨어진 존스턴(Johnston) 섬 인근 약 400 km 높이에서 1 메가톤급 핵폭탄으로 고고도 핵폭발 실험이 있었다. 이로 인해 하와이 호놀룰루에서 일부 전자 장치들의 오동작이 관측되었으며, 이후 연구를 통해 고고도 핵폭발이 전자기장을 발생시킨다는 메커니즘을 확인하였다.
지상에서 20~40 ㎞ 이상의 고도에서 핵이 폭발할 때 발생하는 높은 에너지를 갖는 감마선이 대기 중의 기체를 이원화시키는 콤프턴 효과*로 전자가 발생한다. 발생한 전자가 지구 자기장에 의해서 플레밍의 왼손법칙에 따라 원운동을 반복하는 사이클로트론** 운동을 함으로써 펄스 형태의 전자파가 지상에 발생한다."
핵 전자파 펄스,Nuclear Electromagnetic Pulse,NEMP,,"지상 또는 높은 고도에서 핵이 폭발하면서 발생하는 모든 유형의 펄스형 전자파.
대표적인 핵 전자파 펄스에는 고고도 핵 전자파 펄스(HEMP: High-altitude Electromagnetic Pulse)를 비롯하여 발생 영역 핵 전자파 펄스(SREMP: Source Region Electromagnetic Pulse)와 시스템 생성 핵 전자파 펄스(SGEMP: System-Generated Electromagnetic Pulse)가 있다.

SREMP는 HEMP와 유사한 에너지 버스트(burst)이지만 핵무기가 대기권 내의 낮은 고도에서 폭발할 때 발생한다. 이러한 폭발로 발생한 전자파 펄스는 HEMP보다 훨씬 제한된 지역에 영향을 미친다. 화구(fireball) 근처의 전력선 및 금속 통신선에 매우 높은 전류를 유도할 수 있으며, 극단적인 스파이크를 일으켜 이러한 선로에 접속된 핵심 국가 기반 시설에 화재를 일으킬 수 있다. 지상의 핵심 기반 시설을 주로 파괴하는 HEMP 및 SREMP와 달리, SGEMP는 대기권 위에서 핵무기 폭발로 발생하는 유해 X-선에 의해 현대의 중요 통신 및 항행 서비스는 물론 필수 정보 기능을 제공하는 위성 시스템 등에 고장을 일으킬 수 있다."
발생 영역 핵 전자파 펄스,Source Region EMP,SREMP,,"지표면에서 지상 20 km 높이에서 생긴 핵폭발로 발생한 핵 전자파 펄스.
핵폭발이 지표면 근처(고도 2 km까지)에서 발생하면 지표면 핵 전자파 펄스(surface burst EMP)라 부르고 그 이상의 고도에서 발생하면 대기권 핵 전자파 펄스(air burst EMP)라고 부른다."
시스템 생성 핵 전자파 펄스,System Generated Electromagnetic Pulse,SGEMP,,"핵폭발로 발생한 감마선과 X-선에 노출된 시스템의 전자 부품 및 차폐 구조물로부터 자유 전자를 방출하면서 발생하는 전자파 펄스.
시스템 생성 핵 전자파 펄스(SGEMP)는 전자 및 통신 시스템과 직접적으로 상호 작용한다는 점에서 다른 형태의 핵 전자파 펄스와 다르다. 핵폭발로 생성된 감마선과 X-선이 시스템의 전자 부품 및 차폐 구조물로부터 자유 전자를 방출시킨다. 이렇게 방출된 전자는 시스템에서 유도 전류를 발생시키고 내부에 있는 전자 장치와 상호 작용하여 손상이나 파손을 일으킨다.
SGEMP에 의한 영향을 특히 많이 받는 중요한 장비는 인공위성과 재진입 우주선과 같이 지구 대기권 밖에 있는 시스템이다. 거의 진공에 가까운 우주 공간에서 발생하는 전기장의 세기는 100~1,000 kV/m에 이른다.
통신 링크와 재전송을 위해 우주 기반 인공위성을 사용하는 통신사업자는 SGEMP가 시스템에 초래할 수 있는 손상에 대해 알아야 하며, 대체 통신 경로에 대한 사용 계획을 수립해야 한다.
"
부운반파 간격,Subcarrier Spacing,SCS,,"직교 주파수 분할 다중(OFDM: Orthogonal Frequency Division Multiplexing)에서 인접한 부운반파(subcarrier) 간 일정한 크기를 가지는 주파수 간격.
 직교주파수분할다중(OFDM)에서는 주파수 축에서 겹치는 다수의 부운반파를 사용하여 데이터를 전송한다. 이때 각 부운반파는 주파수 영역에서 첫 번째 부운반파를 기준으로 일정한 간격으로 떨어져 배치된다. 이때의 일정한 간격을 부운반파 간격(SCS: Sub-Carrier Spacing)이라고 한다.
이 부운반파 간격은 OFDM 전송에서 매우 중요한 설계 값이 된다. 특히 주파수 영역에서 부운반파 간격은 시간 영역의 OFDM 심벌(symbol) 구간(또는 길이)의 역수가 된다. 즉, 부운반파 간격과 OFDM 심벌(symbol)의 길이는 서로 반비례한다.
 예를 들어, 3GPP LTE에서는 부운반파 간격을 15 kHz 한 가지를 사용하였다. 이 경우 OFDM 심벌(symbol) 길이는 1/15 ㎑ ≒ 66.6 ㎲가 된다.
3GPP 5세대(5G) NR은 부운반파 간격을 15, 30, 60, 120, 240 kHz를 사용하기로 결정하였다. 초기 표준화 단계에서는 480 kHz도 고려되었으나 최종적으로 480 kHz는 제외되었다. 부운반파 간격이 커지면 OFDM 심벌(symbol) 길이는 점점 짧아진다.
OFDM 심벌(symbol)의 길이가 짧아질수록 동일한 데이터를 전송하는 시간이 짧아지므로 전송이 지연되는 시간이 줄어든다."
부분 대역폭,Bandwidth Part,BWP,,"3GPP의 5세대(5G) 엔알(NR: New Radio)에서 셀 하나의 전체 채널 대역폭 중에 전체나 일부가 연속된 주파수를 사용하여 단말기별로 설정한 한순간의 특정한 대역폭.
각 단말기는 단말기 성능과 사용하는 서비스, 송수신하는 데이터양에 따라 부분 대역폭(BWP) 여러 개를 설정하여 사용함으로써 에너지 효율을 극대화할 수 있다.
 3GPP 5G NR에서는 셀 하나에서 사용하는 최대 채널 대역폭(CBW: Channel Bandwidth)이 410 MHz~7.125 GHz 대역에서는 100 MHz이고, 24.25 GHz~52.6 GHz 대역에서는 400 MHz이다. LTE의 최대 채널 대역폭인 20 MHz에 비해 5배~20배 더 넓다. 이 더 넓은 대역폭은 단말의 최고 속도와 체감 데이터 속도에 직접적인 영향을 미친다. 그렇지만 단말 데이터 속도가 항상 빨라야 하는 것은 아니며, 기지국 무선 주파수(RF)와 기저 대역 신호를 처리하는 관점에서 넓은 대역폭 사용은 모두 유휴 전력 소모가 높다고 볼 수 있다. 5G 단말이 항상 넓은 대역을 사용하여 송수신을 해야 한다면 에너지 효율 측면에서 효과적이지 않다. 즉, 단말기가 송수신할 데이터의 양이 많은 경우에는 전체 채널 대역폭 범위 내에서 넓은 대역폭을 사용하고, 적은 경우에는 좁은 대역폭을 사용함으로써 단말기 에너지 효율을 높일 필요가 있다. 따라서 5G NR에서는 각 단말마다 하향 링크(downlink)와 상향 링크(uplink) 각각 최대 BWP 4개를 설정한다. 각 BWP는 셀의 채널 대역폭보다 작거나 같은 연속된 주파수로 구성되고 NR에서 사용하는 여러 개의 부운반파 간격(SCS: Sub-Carrier Spacing) 중 하나만 선택할 수 있다.
기지국의 스케줄러에서는 각 단말마다 사용하는 그 순간의 BWP를 고려하여 주파수 자원을 할당하므로 해당 BWP만을 사용하여 단말과 기지국 간 데이터를 송수신한다."
이산 푸리에 변환-확산-직교 주파수 분할 다중,DFT-Spread-OFDM,DFT-S-OFDM,,"직교 주파수 분할 다중(OFDM)을 변형한 것으로 송신기에서는 이산 푸리에 변환(DFT: Discrete Fourier Transform)을 적용한 다음 부운반파(subcarrier) 매핑(mapping)을 하고, 수신기에서는 DFT의 반대 변환인 역이산 푸리에 변환(IDFT: Inverse Discrete Fourier Transform)을 적용하는 전송방식.
이산 푸리에 변환-확산-직교 주파수 분할 다중(DFT-S-OFDM) 방식은 OFDM의 단점인 높은 첨두 전력대 평균 전력비(PAPR: Peak-to-Average Power Ratio) 특성을 낮게 개선하면서 OFDM의 장점을 활용하기 위한 목적으로 사용한다.

* OFDM 장점: 다중 경로 페이딩에 강하여 심벌(symbol) 간 간섭이 적게 발생하고 채널 대역폭을 쉽게 조절할 수 있으며, MIMO와 결합할 때 복잡도가 낮다.

DFT-S-OFDM은 OFDM 방식과 거의 유사하다. 송신기에서 DFT를 제외하고 수신기에서 IDFT를 제외하면 일반적인 OFDM의 송신기와 수신기를 나타내는 블록 다이어그램이 된다.OFDM에서 하나의 베이스밴드 심벌(symbol)은 부운반파(subcarrier) 하나로 매핑(mapping)되고, 해당 부운반파로 송신기에서 수신기로 전송된다. 하지만 DFT-S-OFDM에서 하나의 베이스밴드 심벌(symbol)은 DFT를 거치면서 DFT의 모든 출력에 심벌이 퍼져서 전송되고, DFT의 출력들은 각각 부운반파로 매핑(mapping)되어 전송된다. 따라서 하나의 베이스밴드 심벌은 DFT 크기만큼의 부운반파 여러 개에 골고루 퍼져서(Spread) 전송된다.
DFT-S-OFDM은 OFDM 보다 훨씬 낮은 PAPR을 가지므로 송신기의 전력 증폭기(power amplifier)의 동적범위(dynamic range)를 많이 줄일 수 있다.LTE는 하향 링크(downlink)에서 전력 증폭기가 기지국에 있으므로 높은 PAPR을 어느 정도 수용할 수 있다. 그러나 상향 링크에서는 전력 증폭기가 단말기에 포함되므로 높은 동적범위를 가지는 전력 증폭기를 단말기에 포함하면 구현에 부담이 된다. 이런 이유로 LTE 상향 링크에서는 DFT-S-OFDM을 기본 전송 방식으로 사용한다."
엘티이 무선랜 묶음,LTE-WLAN Aggregation,LWA,LTE-WiFi Aggregation,"기지국에서 엘티이(LTE)와 근거리 무선망(와이파이: Wi-Fi)이 모두 지원되는 하나의 단말기로 데이터를 전송할 때 LTE와 Wi-Fi의 무선 채널 상태에 따라 일부 데이터는 LTE로, 다른 일부 데이터는 LTE 기지국과 연결된 무선랜(WLAN)또는 Wi-Fi를 사용하여 전송하고 전송된 데이터들을 통합하여 단말기가 수신하면서 데이터 전송 속도를 높이는 기술.

엘티이 무선랜 묶음(LWA) 기술은 LTE와 Wi-Fi 송수신이 가능한 단말기에 적용한다. 예를 들어, 비디오 다운로드 등 특정 응용 서비스를 사용하기 위해 LTE 핵심망인 EPC(Evolved Packet Core)로부터 데이터를 수신할 때 LTE와 Wi-Fi의 무선 링크 상태에 따라 기지국에서 데이터를 분할하여 전송하고 이 분할된 데이터를 하나의 단말기에서 통합하여 수신한다.
이 기술 이전에도 핵심망에서 단말기로 데이터를 전송할 때 LTE와 Wi-Fi를 모두 사용하는 기술이 있었으나, 핵심망에서 바로 LTE와 Wi-Fi로 데이터를 분리하여 전송하고 이를 단말기에서 통합하는 기술이었다.이 기술은 LTE와 Wi-Fi의 무선 채널 상태에 따라 기지국에서 LTE와 Wi-Fi로 전송되는 데이터를 분리하는 개념이 아니라 핵심망에서부터 데이터가 분리되어 전송된다는 점에서 LWA와는 달랐다.

* LWA는 3GPP Release 13에 포함된 표준 기술이다."
직교 주파수 분할 다중 접속,Orthogonal Frequency Division Multiple Access,OFDMA,,"직교 주파수 분할 다중(OFDM: Orthogonal Frequency Division Multiplexing) 전송 방식을 사용하여 여러 사용자가 동시에 무선·이동 통신 서비스를 받을 수 있도록 만든 다중 접속 방식.

* OFDM은 하나의 송신기가 하나의 수신기로 데이터를 전송할 때, 부운반파(subcarrier) 여러 개를 사용하여 데이터를 한꺼번에 전송하는 방식이다. 즉, OFDM에서는 하나의 송신기가 전송 대역폭 내의 모든 부운반파를 사용하여 데이터를 전송한다.

직교 주파수 분할 다중 접속(OFDMA)은 주파수 축의 전체 채널 대역폭과 시간 축의 OFDM 심벌(symbol)들로 주파수 영역과 시간 영역의 2차원 자원을 구성한다. 구성된 주파수 영역과 시간 영역의 2차원 전체 자원을 주파수 영역에 인접한 다수의 부운반파와 시간 영역에 인접한 다수의 OFDM 심벌을 결합한 단위인 자원 블록(RB: Resource Block)으로 나눈다. 이 자원 블록은 하나의 단말기에 할당할 수 있는 최소 자원 단위가 된다. 이 자원 블록들을 여러 단말기들에 할당하여 여러 단말기가 기지국과 데이터를 동시에 송수신할 수 있도록 한다.
아래 그림은 주파수 축에서 부운반파 12개와 시간 축에서 OFDM 7개 심벌을 하나의 RB로 설정한 OFDMA를 나타낸다. LTE에서 사용하는 OFDMA를 나타낸 것인데 주파수 축에서 최대 채널 대역폭 20 MHz는 RB 100개에 해당한다.원래 LTE는 스케줄링 시간 단위를 0.5 ms로 하기 때문에 시간 축에서 RB를 0.5 ms로 정의하였다. 그러나 시스템을 구현하는 과정에서 1 ms가 스케줄링 단위로 설정되어 실제로는 시간 영역에서 연속된 RB 2개가 한 단말기에 할당될 수 있는 최소 단위가 되었다.OFDMA은 보이는 것과 같이 연속되지 않은 주파수 자원을 하나의 단말기에 할당할 수 있다. 따라서 각 단말의 채널 상태를 보고 주파수와 시간 자원을 할당하여 시스템의 성능을 향상시킬 수 있다."
단일 운반 주파수 분할 다중 접속,Single Carrier Frequency Division Multiple Access,SC-FDMA,국부 이산 푸리에 변환-확산-직교 주파수 분할 다중 접속(Localized DFT-Spread-OFDMA),"국부 이산 푸리에 변환-확산-직교 주파수 분할 다중(Localized DFT-Spread-OFDM) 전송방식을 사용하여 여러 사용자가 동시에 무선·이동 통신 서비스를 받을 수 있도록 만든 다중 접속 방식.

이산 푸리에 변환-확산-직교 주파수 분할 다중(DFT-Spread-OFDM) 방식에는 DFT의 결과값을 부운반파(subcarrier)에 매핑(mapping)할 때, 연속된 부운반파들에게 매핑(mapping)하는 국부(localized) 방식과 전체 주파수 대역이 부운반파들로 분산하여 매핑하는 분산(distributed) 방식이 있다.이 두 가지 DFT-Spread-OFDM 방식을 기반으로 여러 단말기가 동시에 데이터를 송수신하는 다중 접속 방식을 만들면 국부 DFT-S-OFDMA와 분산 DFT-S-OFDMA 방식이 가능하다.
LTE 표준화 초기 단계에서는 두 가지 방식을 모두 상향 링크(uplink)의 다중 접속 방식으로 고려하였으나, 최종적으로 국부 이산 푸리에 변환-확산-직교 주파수 분할 다중접속(Localized DFT-Spread-OFDMA) 방식을 채택하였다. 이 명칭이 복잡하고 어려워 단일 운반 주파수 분할 다중 접속(SC-FDMA: Single Carrier-FDMA)라고 부른다. 전체 채널 대역폭을 여러 사용자가 주파수를 나누어 사용하는 것처럼 보이기 때문에 FDMA로 볼 수 있고 각 사용자들은 주파수 축에서 연속된 부운반파를 사용하기 때문에 마치 하나의 운반파를 사용하는 것처럼 보이기 때문이다."
옆 방향 링크,sidelink,SL,디투디(D2D) 링크,"3GPP에서 단말과 단말 간 직접 통신을 정의한 링크.
즉, 단말 간 직접 통신(D2D communication)을 정의한 링크다. 기지국 없이 엘티이(LTE) 단말 두 개 사이에 직접 통신이 가능하도록 기존 LTE 표준을 변형시켜 만든 통신 방식이며 공공 안전 통신 표준에 적용된다.

일반적으로 기지국 안테나가 단말기 안테나보다 높은 곳에 있어서 3GPP에서는 전통적으로 기지국에서 단말기로 데이터를 전송하는 링크를 하향 링크(downlink)로, 단말기에서 기지국으로 전송하는 링크를 상향 링크(uplink)로 불렀다. 하지만 3GPP Release 12부터 표준화하기 시작한 단말 간 직접 통신인 D2D 통신에서는 기존에 사용하던 하향 링크와 상향 링크라는 용어가 적절하지 않았다. D2D 통신에서는 단말들이 서로 비슷한 높이에서 통신을 옆에서 하는 것처럼 보여 옆 방향 링크(SL: Sidelink)로 부른다.따라서 D2D 통신과 관련한 3GPP의 다양한 물리 계층 채널에 SL을 포함하였다.
예를 들어, LTE 계열의 기술은 사용자 데이터를 기지국에서 단말기로 전송하는 물리 계층 채널을 PDSCH(Physical Downlink Shared Channel)라고 하고, 단말기에서 기지국으로 전송하는 물리 계층 채널을 PUSCH(Physical Uplink Shared Channel)라고 한다.이와 비슷하게 D2D에서 단말 간 데이터를 송수신하는 물리 계층 채널을 PSSCH(Physical Sidelink Shared Channel)라고 한다.
3GPP에서는 LTE SL을 공공 안전 통신 목적으로 사용할 수 있도록 하였다. 이전까지의 공공 안전 통신은 지역별로 다른 표준을 사용하였다. 심지어 한 국가 내에서도 다른 표준을 사용하여 다른 공공 안전망 간 망연동이 어려웠다. 이를 극복하기 위해 3GPP는 LTE SL를 지진이나 천재지변 등으로 네트워크에 문제가 생겼을 때 공공 안전 통신용으로 사용할 수 있도록 하였다."
신기술 호환,forward compatible,,,"현재 개발되는 표준 기술이 완성단계가 아닌 경우, 완성 단계에서 변경이 되거나 새로운 기술이 추가되는 것을 고려하여 현 단계의 표준을 정의함으로써 현재 표준이 크게 변경되지 않고 쉽게 완성본과 호환될 수 있도록 한 개념.

3GPP에서 5세대(5G) NR 기술을 표준화할 때 크게 1 단계(Phase 1)와 2 단계(Phase 2)로 진행한다. 1 단계 표준은 Release 15에 해당하고 2 단계 표준은 Release 16으로 완성단계에 해당한다. 따라서 5G NR 표준은 1차적으로 Release 16에서 완성된다.
3GPP는 표준화가 시급하여서 중요한 기술은 Release 15에 포함하여 표준화를 수행하고, 나머지 기술들을 Release 16에 포함하기로 하였다.Release 15는 완성 단계 표준이 아니어서 향후 Release 16에서 변경되거나 추가가 될 수 있는 기술들을 효율적으로 수용하기 위해서는 Release 15에 신기술 호환(forward compatible) 개념을 적용하여 표준화를 진행하였다. 실제 Release 15 표준 규격에는 많은 부분에 신기술 호환 개념이 포함되었다.

* 신기술 호환 개념은 기존에 많이 사용하였던 구기술 호환(Backward Compatible) 개념과는 반대다. Backward Compatible은 새롭게 만들어지는 표준이 기존의 표준 기술을 수용할 수 있도록 하는 개념이다. 예를 들어 LTE-Advanced 표준을 만들 때 LTE-Advanced 시스템에서 기존의 LTE 단말을 수용하여 서비스를 제공할 수 있다."
빔 스위핑,beam sweeping,,,"좁은 빔 폭을 가지는 아날로그 빔 형성(beamforming)을 사용하여 하나의 넓은 셀 영역을 커버하려고 셀의 다른 방향을 향하도록 빔을 변경하면서 전체 셀 영역을 커버하는 방식.
밀리미터파(mmWave) 이동통신 시스템에서 기지국과 단말에서 미리 정해둔 일정한 간격과 방향에 따라 송신하고 수신하는 일련의 빔들로 전체 셀 영역을 커버하는 기술을 말한다.

5세대(5G) 이동통신에서는 기존 이동통신에서 사용하는 주파수 대역보다 훨씬 높은 주파수 대역을 사용한다. 기존에는 800 MHZ~2.6 GHz 대역을 주로 많이 사용했지만 5G에서는 3.5 GHz 또는 28 GHz 대역을 많이 사용한다. 특히 28 GHz와 같이 높은 주파수 대역을 사용하는 경우에는 전파의 경로 손실(Path Loss)이 주파수 제곱에 비례하여 커지기 때문에 기존의 기지국 위치에서 전파를 송신한다면 기존 셀의 커버리지(coverage)보다 훨씬 작은 셀 커버리지를 가지게 된다. 이 문제를 해결하기 위해서 5G 이동통신 시스템에서는 고주파수 대역을 사용할 때 빔 형성(beamforming)을 적용한다. 특히 빔 형성 중에서 커버리지는 아날로그 빔 형성을 사용하여 커버(cover)하고, 중첩된 아날로그 빔으로 디지털 빔 형성(DBF: Digital Beamforming)을 적용하는 하이브리드 빔 형성 기술을 사용한다.아날로그 빔 형성의 특성상 다수의 안테나로 아날로그 빔 형성을 하면 특정한 방향으로 좁은 안테나 빔이 세게 멀리까지 전송되지만 셀 전체를 한번에 넓게 커버하지 못한다. 오히려 한 방향으로 안테나 빔이 형성되는 경우 다른 방향으로는 안테나 빔이 거의 만들어지지 않아 신호가 전송되지 않는다.
따라서 이러한 경우에 셀 전체 커버리지를 아날로그 빔 폭에 해당하는 여러 구역으로 나누고, 빔을 순차적으로 돌려서 셀 커버리지를 모두 커버한다. 이 방식을 빔 스위핑(beam sweeping)라고 한다."
빔 관리,beam management,,,"빔 폭이 좁은 아날로그 빔 형성(beamforming)을 기지국과 단말 모두에서 사용하여 통신을 하는 경우, 기지국과 단말 사이에 최적의 송수신 링크를 형성하도록 기지국과 단말기에서 사용하는 아날로그 빔 형성을 계속해서 업데이트하며 관리하는 과정.

5세대(5G) 이동통신에서는 기존 이동통신에서 사용한 주파수 대역보다 훨씬 높은 주파수 대역을 사용한다. 기존에는 800 MHZ~2.6 GHz 대역을 주로 많이 사용했지만 5G에서는 3.5 GHz 또는 28 GHz 대역을 많이 사용한다.특히 28 GHz와 같이 높은 주파수 대역(mmWave 대역)을 사용하는 경우에는 전파의 경로 손실(Path Loss)이 주파수 제곱에 비례하여 커지기 때문에 기존의 기지국 위치에서 전파를 송신한다면 기존 셀의 커버리지(coverage)보다 훨씬 작은 셀 커버리지를 가지게 된다.
이 문제를 해결하기 위해서 5G 이동통신 시스템에서는 고주파수 대역을 사용할 때 빔 형성(beamforming)을 적용한다. 특히 빔 형성 중에서 커버리지는 아날로그 빔 형성을 사용하여 커버(cover)하고, 중첩된 아날로그 빔으로 디지털 빔 형성(DBF: Digital Beamforming)을 적용하는 하이브리드 빔 형성(hybrid beamforming) 기술을 사용한다.

아날로그 빔 형성의 특성 상 다수의 안테나로 아날로그 빔 형성을 하면 특정한 방향으로 좁은 안테나 빔이 멀리까지 전송되지만 셀 전체를 한번에 넓게 커버하지 못한다. 오히려 한 방향으로 안테나 빔이 형성되는 경우 다른 방향으로는 거의 안테나 빔이 만들어지지 않아 신호가 전송되지 않는다. 따라서 이러한 경우에 기지국과 단말기에서 각각 빔 형성을 사용하여 데이터를 전송하는데 이때 사용하는 빔을 계속 업데이트하고 관리해야 한다. 이를 빔 관리(beam management)라고 한다.
하향 링크(downlink)는 기지국과 단말기 간 최적의 빔들을 정하여 기지국에서는 송신 빔 형성을 적용하여 데이터를 전송하고, 단말기는 수신 빔 형성을 적용하여 데이터를 수신한다. 상향 링크(uplink)는 이와 반대로 단말기가 송신 빔 형성을 적용하여 데이터를 전송하고, 기지국에서 수신 빔 형성을 적용하여 전송된 데이터를 수신한다. 이때 단말기 위치가 변경되거나 채널 상태가 변화될 수 있기 때문에 계속해서 빔 관리를 해야 한다.
빔 관리에는 빔 결정(beam determination), 빔 측정(beam measurement), 빔 보고(beam reporting), 빔 스위핑(beam sweeping)을 포함한다."
무선 접속망 기능 분할,functional split,,,"5세대(5G) 망에서 최대 데이터 처리율(Throuhgput)과 최소 지연 시간(Latency)을 얻기 위한 무선망의 기능적 분할 방법.

4세대(4G) 엘티이(LTE) 망에서 5G NR망으로 진화하면서 디지털부(DU: Digital Unit)와 무선부(RU: Radio Unit) 사이에 늘어난 데이터양을 효율적으로 처리하기 위해 상위 계층(Layer)인 무선자원제어부(RRC: Radio Resource Control)와 하위 계층(Layer)인 무선 장비(RF) 사이를 8개 지점(point)로 구분하였다.

※ RF는 무선 주파수(Radio Frequency)를 의미하지만, 이동통신망에서 무선 주파수를 사용하는 무선장비라는 의미로 쓰인다.

구분한 분할 지점(포인트)에 따라 중앙부(CU: Central Unit), 분배부(DU: Distributed Unit)의 기능 배분이 달라진다. 참고로 5G망으로 진화하면서 LTE 4G의 기저 대역부(BBU: Base Band Unit)는 세 부분 중앙부(CU), 분배부(DU), 무선부(RU: Radio Unit)로 분리된다."
